TransactionID,FraudIndicator,RiskScore
1,0,0.21791443544661995
2,0,0.17353773159050526
3,0,0.5523809785236361
4,0,0.17431998530833892
5,0,0.1426479662440563
6,0,0.6036393224706049
7,0,0.5873973720314065
8,0,0.5217860075983128
9,0,0.6100028964839102
10,0,0.24040712375905132
11,0,0.3752140800538133
12,0,0.5885901660508992
13,0,0.09995909970384906
14,0,0.1268826702069713
15,0,0.16442239225573949
16,0,0.16587598400160128
17,0,0.22392831239739797
18,1,0.6532001912044182
19,0,0.6286315573199918
20,0,0.20282720069501195
21,0,0.5973567876272209
22,0,0.6058318670765701
23,0,0.26457987074728057
24,0,0.12078805940201881
25,0,0.17103461458195818
26,0,0.167396221214125
27,0,0.5486904846577652
28,0,0.23425699456980056
29,0,0.2877451668537516
30,0,0.45812154075789663
31,0,0.1735111200188467
32,0,0.5972940761185779
33,0,0.34960135670907744
34,0,0.23594436539755054
35,0,0.21164915262764547
36,0,0.31873911465628596
37,0,0.6281597595860445
38,0,0.442774893016624
39,0,0.17017736243925366
40,0,0.2138071056757142
41,0,0.28176401744651874
42,0,0.17649544383138763
43,0,0.44110496555244105
44,0,0.4084084916876254
45,0,0.17814886424778112
46,0,0.2952351236643774
47,0,0.5670766854637997
48,0,0.5805338957210611
49,0,0.019497589064346663
50,0,0.06309786863733186
51,1,0.6783702445545202
52,0,0.5281540948583372
53,0,0.07859231733054006
54,0,0.22542248479307558
55,0,0.6255134826221812
56,0,0.535356466624651
57,0,0.10434691940354066
58,1,0.6593657988394547
59,0,0.17113412545079268
60,0,0.5448977408679369
61,0,0.1311707865954979
62,0,0.1042974971666337
63,0,0.16386037604657352
64,0,0.12046786513396246
65,0,0.5609498782585102
66,0,0.10416011640858763
67,1,0.6558732134960764
68,0,0.5693532089112524
69,0,0.266397335303592
70,0,0.5288055137087475
71,0,0.2156396935121746
72,0,0.6251242038779443
73,0,0.3025279826429284
74,0,0.1491849282742857
75,0,0.2166750752226746
76,0,0.19326732217754916
77,0,0.04624970625102036
78,0,0.5002700216988901
79,0,0.026288714328415494
80,0,0.11535137389101588
81,0,0.0924789086496714
82,0,0.03481473159717651
83,0,0.09382072442205076
84,0,0.11848167028371778
85,0,0.0864219274768901
86,1,0.7362730978004698
87,0,0.49170240600021703
88,0,0.10247846558374715
89,0,0.3195938469213495
90,0,0.2971789562012789
91,0,0.18226765603680595
92,0,0.20814745315519048
93,0,0.5379179331669459
94,0,0.5785296360105951
95,1,0.678859732006066
96,0,0.528778420814543
97,0,0.6220755849542754
98,0,0.5704723986841213
99,0,0.608932539612476
100,0,0.17850378884276588
101,0,0.17903119746322585
102,0,0.2381867606852416
103,0,0.5219169755417983
104,0,0.5328167287010058
105,1,0.6731454896165505
106,0,0.18033314300517334
107,0,0.6317039972159252
108,0,0.12529622956516928
109,0,0.136398801077762
110,0,0.6273885686664904
111,0,0.1184209909810186
112,0,0.23187773127791614
113,0,0.6445721646388393
114,0,0.08004797468949611
115,1,0.7511127630858185
116,0,0.14539182654588623
117,0,0.46118080168350817
118,0,0.4504254672942166
119,1,0.7081255032341448
120,0,0.1117678044329203
121,0,0.5318104191494435
